"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"        $400 to $599","34,537","5.0%","1,288","1.3%","27,269","2.5%","27,437","6.7%","33,183","0.7%","12,835","1.3%","1,894","0.3%","3,010","1.8%","205","0.2%","78,294","2.7%","43,847","2.8%","2,330","1.4%","7,862","2.7%","40,666","2.0%","67,128","5.8%","19,905","3.7%","11,300","2.6%","35,137","5.3%","25,224","4.2%","9,151","3.7%","9,343","0.9%","5,022","0.5%","59,888","3.6%","17,766","1.7%","24,270","6.6%","38,030","3.9%","4,725","2.9%","7,295","2.4%","7,117","1.6%","1,745","0.7%","2,939","0.2%","11,332","4.0%","40,153","1.7%","58,644","3.6%","2,925","2.7%","72,711","3.8%","21,761","4.2%","7,839","1.2%","57,051","2.7%","1,492","0.9%","34,181","4.4%","3,724","2.9%","41,416","4.1%","55,918","1.6%","7,912","1.6%","2,225","1.9%","25,308","1.8%","13,753","1.1%","21,182","8.6%","19,913","2.0%","2,053","2.2%","48,026","15.9%"
"        $600 to $799","89,031","12.8%","1,816","1.8%","76,276","7.1%","70,670","17.2%","84,856","1.7%","34,006","3.4%","6,651","1.1%","6,456","3.9%","1,099","1.2%","204,177","7.1%","116,602","7.4%","2,828","1.7%","24,682","8.5%","105,902","5.3%","168,415","14.4%","60,428","11.1%","36,890","8.3%","79,904","12.1%","62,681","10.6%","22,502","9.1%","25,375","2.4%","13,881","1.3%","171,683","10.3%","49,787","4.9%","50,053","13.7%","105,378","10.7%","11,403","6.9%","22,458","7.5%","21,805","5.0%","5,260","2.2%","12,054","0.9%","26,006","9.3%","97,539","4.1%","151,391","9.3%","7,089","6.7%","198,395","10.3%","58,560","11.2%","23,561","3.5%","143,890","6.9%","3,943","2.3%","86,803","11.1%","10,539","8.1%","111,157","11.0%","162,267","4.8%","20,146","4.1%","4,701","4.0%","63,690","4.5%","32,229","2.6%","44,662","18.2%","75,281","7.5%","5,469","5.8%","74,503","24.6%"
"        $800 to $999","122,590","17.7%","3,644","3.5%","122,181","11.4%","79,636","19.4%","154,405","3.1%","60,651","6.1%","14,988","2.5%","11,298","6.8%","2,412","2.6%","308,746","10.7%","202,465","12.9%","5,272","3.1%","46,024","15.8%","172,235","8.6%","221,924","19.0%","87,960","16.2%","58,645","13.3%","118,210","17.9%","86,797","14.6%","29,949","12.1%","49,787","4.6%","31,415","2.8%","250,710","15.0%","89,558","8.7%","63,209","17.3%","148,553","15.1%","18,363","11.2%","37,190","12.4%","36,480","8.4%","8,270","3.4%","26,955","2.0%","43,462","15.5%","156,251","6.6%","251,209","15.5%","11,593","10.9%","301,280","15.7%","82,642","15.8%","40,501","6.1%","238,068","11.5%","6,064","3.5%","126,053","16.1%","18,952","14.7%","163,303","16.2%","297,421","8.7%","38,435","7.8%","10,312","8.8%","107,801","7.6%","64,883","5.3%","52,693","21.5%","122,784","12.2%","10,541","11.1%","62,855","20.8%"
"        $1,000 to $1,499","248,180","35.7%","21,078","20.5%","364,989","34.0%","128,492","31.3%","681,062","13.7%","249,350","25.1%","106,617","17.5%","54,314","32.8%","9,927","10.9%","891,649","30.8%","516,310","32.9%","20,308","11.9%","113,354","39.0%","514,441","25.7%","412,189","35.3%","195,730","36.0%","153,315","34.6%","237,146","35.8%","205,212","34.6%","83,980","34.0%","207,113","19.3%","161,799","14.6%","593,271","35.5%","316,635","30.9%","133,679","36.6%","359,184","36.4%","56,227","34.2%","114,760","38.2%","143,307","32.9%","48,840","20.2%","158,861","11.5%","106,239","38.0%","443,697","18.7%","552,897","34.1%","36,764","34.5%","682,764","35.5%","188,988","36.2%","181,380","27.2%","650,610","31.3%","37,715","22.0%","263,214","33.7%","49,321","38.1%","347,725","34.4%","991,703","29.1%","167,011","34.0%","36,246","31.0%","342,148","24.1%","267,273","21.7%","73,090","29.8%","360,372","35.9%","32,822","34.6%","67,558","22.3%"
"        $1,500 to $1,999","113,040","16.3%","29,333","28.6%","238,411","22.2%","56,664","13.8%","931,146","18.7%","267,262","26.9%","160,815","26.4%","47,688","28.8%","13,530","14.8%","630,690","21.8%","318,110","20.3%","31,635","18.5%","54,940","18.9%","455,834","22.8%","167,663","14.4%","102,498","18.9%","95,919","21.7%","102,464","15.5%","116,315","19.6%","53,184","21.5%","266,160","24.8%","245,444","22.2%","313,906","18.8%","268,536","26.2%","53,126","14.5%","177,854","18.0%","40,029","24.4%","61,538","20.5%","118,689","27.3%","71,269","29.4%","267,903","19.4%","50,139","17.9%","373,374","15.8%","303,453","18.7%","25,964","24.4%","353,596","18.4%","90,049","17.2%","187,240","28.0%","439,160","21.2%","55,168","32.2%","140,154","18.0%","27,141","21.0%","180,602","17.9%","803,890","23.6%","137,913","28.0%","31,940","27.4%","299,969","21.1%","300,389","24.3%","29,346","12.0%","229,997","22.9%","26,138","27.6%","19,130","6.3%"
"        $2,000 to $2,499","41,490","6.0%","21,919","21.3%","117,057","10.9%","21,479","5.2%","867,053","17.4%","170,595","17.2%","119,286","19.6%","22,969","13.9%","18,048","19.8%","337,592","11.7%","173,592","11.1%","31,821","18.6%","22,799","7.8%","297,395","14.9%","63,841","5.5%","42,007","7.7%","44,244","10.0%","42,911","6.5%","47,866","8.1%","25,845","10.4%","206,707","19.3%","227,538","20.6%","142,524","8.5%","138,055","13.5%","19,960","5.5%","75,337","7.6%","18,670","11.4%","29,138","9.7%","56,075","12.9%","48,707","20.1%","275,583","20.0%","20,431","7.3%","321,189","13.6%","142,685","8.8%","11,535","10.8%","157,311","8.2%","37,682","7.2%","107,142","16.0%","254,123","12.2%","34,177","19.9%","61,137","7.8%","10,018","7.7%","78,262","7.7%","454,752","13.3%","63,595","12.9%","16,437","14.1%","211,323","14.9%","220,423","17.9%","12,425","5.1%","104,167","10.4%","9,172","9.7%","10,033","3.3%"
"        $2,500 to $2,999","20,843","3.0%","13,196","12.8%","59,217","5.5%","9,450","2.3%","708,536","14.2%","96,836","9.7%","77,665","12.7%","10,112","6.1%","11,698","12.8%","179,210","6.2%","89,919","5.7%","25,196","14.7%","9,739","3.4%","165,690","8.3%","27,859","2.4%","17,831","3.3%","18,985","4.3%","17,978","2.7%","20,399","3.4%","10,276","4.2%","125,754","11.7%","163,548","14.8%","64,106","3.8%","71,095","6.9%","8,209","2.2%","33,577","3.4%","6,943","4.2%","13,342","4.4%","27,658","6.4%","30,397","12.6%","222,724","16.2%","9,356","3.3%","288,951","12.2%","73,601","4.5%","5,745","5.4%","69,404","3.6%","17,276","3.3%","56,943","8.5%","128,975","6.2%","15,347","9.0%","29,318","3.8%","3,882","3.0%","36,023","3.6%","266,754","7.8%","26,178","5.3%","7,496","6.4%","143,515","10.1%","140,159","11.4%","3,781","1.5%","44,458","4.4%","4,586","4.8%","4,840","1.6%"
"        $3,000 or more","17,959","2.6%","9,773","9.5%","59,771","5.6%","10,766","2.6%","1,517,620","30.4%","99,234","10.0%","121,058","19.9%","8,472","5.1%","34,026","37.3%","245,464","8.5%","101,069","6.4%","50,968","29.8%","7,997","2.8%","244,471","12.2%","27,691","2.4%","15,140","2.8%","22,036","5.0%","18,805","2.8%","23,175","3.9%","10,414","4.2%","180,828","16.8%","255,753","23.1%","66,531","4.0%","70,747","6.9%","8,080","2.2%","41,460","4.2%","6,753","4.1%","13,847","4.6%","22,389","5.1%","27,181","11.2%","409,824","29.7%","9,506","3.4%","635,710","26.9%","78,586","4.8%","4,346","4.1%","77,781","4.0%","21,519","4.1%","61,029","9.1%","155,358","7.5%","17,282","10.1%","32,125","4.1%","5,190","4.0%","45,276","4.5%","365,331","10.7%","28,180","5.7%","7,121","6.1%","219,081","15.4%","190,913","15.5%","3,999","1.6%","42,939","4.3%","3,310","3.5%","4,736","1.6%"
"        Median (dollars)","1,164","1,164","1,895","1,895","1,417","1,417","1,071","1,071","2,345","2,345","1,741","1,741","2,056","2,056","1,566","1,566","2,506","2,506","1,471","1,471","1,395","1,395","2,354","2,354","1,249","1,249","1,665","1,665","1,118","1,118","1,234","1,234","1,364","1,364","1,164","1,164","1,254","1,254","1,349","1,349","1,955","1,955","2,207","2,207","1,270","1,270","1,559","1,559","1,132","1,132","1,249","1,249","1,413","1,413","1,353","1,353","1,528","1,528","1,892","1,892","2,398","2,398","1,234","1,234","2,098","2,098","1,284","1,284","1,425","1,425","1,248","1,248","1,214","1,214","1,690","1,690","1,451","1,451","1,830","1,830","1,225","1,225","1,301","1,301","1,228","1,228","1,603","1,603","1,531","1,531","1,560","1,560","1,752","1,752","1,883","1,883","1,001","1,001","1,387","1,387","1,440","1,440","851","851"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","50,056","7.2%","3,934","3.8%","55,117","5.1%","27,772","6.8%","192,318","3.9%","36,212","3.6%","19,080","3.1%","8,254","5.0%","3,061","3.4%","184,192","6.4%","84,702","5.4%","5,198","3.0%","16,235","5.6%","81,155","4.1%","59,276","5.1%","22,694","4.2%","16,645","3.8%","40,964","6.2%","38,886","6.5%","11,889","4.8%","33,258","3.1%","31,803","2.9%","83,196","5.0%","31,448","3.1%","29,273","8.0%","45,284","4.6%","8,673","5.3%","11,930","4.0%","20,501","4.7%","6,192","2.6%","40,204","2.9%","21,907","7.8%","87,871","3.7%","88,206","5.4%","2,646","2.5%","94,418","4.9%","27,285","5.2%","26,604","4.0%","98,489","4.7%","5,863","3.4%","48,695","6.2%","3,532","2.7%","58,654","5.8%","150,398","4.4%","13,334","2.7%","5,504","4.7%","57,657","4.1%","40,392","3.3%","17,530","7.2%","38,598","3.8%","3,765","4.0%","61,785","20.4%"
"            Less than 20 percent","676","0.1%","0","0.0%","453","0.0%","108","0.0%","437","0.0%","96","0.0%","0","0.0%","0","0.0%","0","0.0%","645","0.0%","57","0.0%","0","0.0%","33","0.0%","133","0.0%","113","0.0%","0","0.0%","51","0.0%","152","0.0%","193","0.0%","41","0.0%","0","0.0%","0","0.0%","338","0.0%","13","0.0%","53","0.0%","31","0.0%","0","0.0%","38","0.0%","99","0.0%","86","0.0%","0","0.0%","125","0.0%","180","0.0%","240","0.0%","0","0.0%","282","0.0%","70","0.0%","445","0.1%","43","0.0%","0","0.0%","20","0.0%","0","0.0%","315","0.0%","481","0.0%","0","0.0%","0","0.0%","104","0.0%","51","0.0%","230","0.1%","15","0.0%","0","0.0%","596","0.2%"
"            20 to 29 percent","828","0.1%","52","0.1%","919","0.1%","1,139","0.3%","928","0.0%","245","0.0%","21","0.0%","89","0.1%","0","0.0%","1,990","0.1%","896","0.1%","18","0.0%","520","0.2%","600","0.0%","1,182","0.1%","286","0.1%","78","0.0%","1,805","0.3%","755","0.1%","10","0.0%","267","0.0%","92","0.0%","1,756","0.1%","383","0.0%","455","0.1%","2,162","0.2%","76","0.0%","102","0.0%","95","0.0%","56","0.0%","0","0.0%","129","0.0%","1,205","0.1%","708","0.0%","24","0.0%","1,375","0.1%","514","0.1%","216","0.0%","1,042","0.1%","0","0.0%","418","0.1%","169","0.1%","803","0.1%","1,509","0.0%","222","0.0%","22","0.0%","703","0.0%","397","0.0%","479","0.2%","219","0.0%","65","0.1%","2,287","0.8%"
"            30 percent or more","48,552","7.0%","3,882","3.8%","53,745","5.0%","26,525","6.5%","190,953","3.8%","35,871","3.6%","19,059","3.1%","8,165","4.9%","3,061","3.4%","181,557","6.3%","83,749","5.3%","5,180","3.0%","15,682","5.4%","80,422","4.0%","57,981","5.0%","22,408","4.1%","16,516","3.7%","39,007","5.9%","37,938","6.4%","11,838","4.8%","32,991","3.1%","31,711","2.9%","81,102","4.9%","31,052","3.0%","28,765","7.9%","43,091","4.4%","8,597","5.2%","11,790","3.9%","20,307","4.7%","6,050","2.5%","40,204","2.9%","21,653","7.7%","86,486","3.7%","87,258","5.4%","2,622","2.5%","92,761","4.8%","26,701","5.1%","25,943","3.9%","97,404","4.7%","5,863","3.4%","48,257","6.2%","3,363","2.6%","57,536","5.7%","148,408","4.4%","13,112","2.7%","5,482","4.7%","56,850","4.0%","39,944","3.2%","16,821","6.9%","38,364","3.8%","3,700","3.9%","58,902","19.5%"
"        $20,000 to $34,999","66,277","9.5%","5,033","4.9%","86,255","8.0%","46,031","11.2%","267,444","5.4%","57,258","5.8%","26,936","4.4%","12,560","7.6%","2,818","3.1%","268,887","9.3%","122,011","7.8%","7,223","4.2%","24,588","8.5%","136,217","6.8%","108,352","9.3%","43,157","7.9%","31,803","7.2%","66,316","10.0%","57,238","9.6%","20,225","8.2%","47,727","4.4%","47,715","4.3%","136,552","8.2%","55,772","5.4%","37,535","10.3%","85,275","8.6%","14,180","8.6%","18,200","6.1%","35,046","8.1%","14,526","6.0%","62,046","4.5%","31,121","11.1%","131,398","5.6%","140,287","8.6%","4,408","4.1%","152,644","7.9%","46,189","8.8%","47,681","7.1%","143,166","6.9%","11,240","6.6%","78,909","10.1%","9,131","7.1%","94,089","9.3%","238,740","7.0%","29,457","6.0%","8,784","7.5%","76,794","5.4%","62,901","5.1%","28,809","11.8%","71,448","7.1%","6,466","6.8%","65,385","21.6%"
"            Less than 20 percent","2,613","0.4%","461","0.4%","2,100","0.2%","2,614","0.6%","2,298","0.0%","1,239","0.1%","0","0.0%","142","0.1%","24","0.0%","5,593","0.2%","2,366","0.2%","166","0.1%","827","0.3%","2,698","0.1%","4,527","0.4%","1,180","0.2%","633","0.1%","2,864","0.4%","1,516","0.3%","812","0.3%","602","0.1%","315","0.0%","3,674","0.2%","974","0.1%","2,099","0.6%","3,279","0.3%","206","0.1%","556","0.2%","482","0.1%","153","0.1%","427","0.0%","1,080","0.4%","3,007","0.1%","3,527","0.2%","58","0.1%","4,980","0.3%","1,313","0.3%","647","0.1%","3,585","0.2%","126","0.1%","3,271","0.4%","179","0.1%","2,974","0.3%","2,337","0.1%","834","0.2%","147","0.1%","1,684","0.1%","871","0.1%","1,491","0.6%","911","0.1%","177","0.2%","4,163","1.4%"
"            20 to 29 percent","12,218","1.8%","269","0.3%","9,258","0.9%","10,590","2.6%","11,107","0.2%","3,979","0.4%","345","0.1%","1,227","0.7%","174","0.2%","30,539","1.1%","14,561","0.9%","497","0.3%","4,328","1.5%","15,790","0.8%","23,363","2.0%","9,336","1.7%","4,165","0.9%","11,559","1.7%","9,192","1.5%","3,086","1.2%","3,048","0.3%","1,773","0.2%","21,080","1.3%","4,776","0.5%","7,259","2.0%","15,873","1.6%","1,693","1.0%","2,993","1.0%","2,111","0.5%","838","0.3%","1,073","0.1%","4,998","1.8%","12,383","0.5%","18,930","1.2%","891","0.8%","26,358","1.4%","7,851","1.5%","2,874","0.4%","18,834","0.9%","606","0.4%","13,942","1.8%","1,098","0.8%","17,655","1.7%","20,175","0.6%","1,955","0.4%","392","0.3%","8,761","0.6%","3,625","0.3%","6,481","2.6%","10,163","1.0%","700","0.7%","17,749","5.9%"
"            30 percent or more","51,446","7.4%","4,303","4.2%","74,897","7.0%","32,827","8.0%","254,039","5.1%","52,040","5.2%","26,591","4.4%","11,191","6.8%","2,620","2.9%","232,755","8.1%","105,084","6.7%","6,560","3.8%","19,433","6.7%","117,729","5.9%","80,462","6.9%","32,641","6.0%","27,005","6.1%","51,893","7.8%","46,530","7.8%","16,327","6.6%","44,077","4.1%","45,627","4.1%","111,798","6.7%","50,022","4.9%","28,177","7.7%","66,123","6.7%","12,281","7.5%","14,651","4.9%","32,453","7.5%","13,535","5.6%","60,546","4.4%","25,043","8.9%","116,008","4.9%","117,830","7.3%","3,459","3.3%","121,306","6.3%","37,025","7.1%","44,160","6.6%","120,747","5.8%","10,508","6.1%","61,696","7.9%","7,854","6.1%","73,460","7.3%","216,228","6.3%","26,668","5.4%","8,245","7.1%","66,349","4.7%","58,405","4.7%","20,837","8.5%","60,374","6.0%","5,589","5.9%","43,473","14.4%"
"        $35,000 to $49,999","74,279","10.7%","5,758","5.6%","111,112","10.4%","51,783","12.6%","331,404","6.6%","77,456","7.8%","38,249","6.3%","14,651","8.9%","2,662","2.9%","324,338","11.2%","149,405","9.5%","12,052","7.1%","35,651","12.3%","168,952","8.4%","133,027","11.4%","55,628","10.2%","43,937","9.9%","76,589","11.6%","58,396","9.8%","27,893","11.3%","70,536","6.6%","60,659","5.5%","181,641","10.9%","87,675","8.6%","42,396","11.6%","111,764","11.3%","19,087","11.6%","26,203","8.7%","45,350","10.4%","16,028","6.6%","77,830","5.6%","34,438","12.3%","161,036","6.8%","184,908","11.4%","7,989","7.5%","206,283","10.7%","58,164","11.1%","62,326","9.3%","193,505","9.3%","13,202","7.7%","86,275","11.1%","14,481","11.2%","112,997","11.2%","289,082","8.5%","39,651","8.1%","11,677","10.0%","107,510","7.6%","92,770","7.5%","32,828","13.4%","96,718","9.6%","9,579","10.1%","58,413","19.3%"
"            Less than 20 percent","11,466","1.7%","413","0.4%","10,992","1.0%","9,766","2.4%","8,138","0.2%","4,118","0.4%","449","0.1%","935","0.6%","42","0.0%","30,320","1.0%","15,922","1.0%","237","0.1%","3,823","1.3%","15,238","0.8%","27,973","2.4%","8,273","1.5%","4,397","1.0%","15,066","2.3%","7,673","1.3%","3,632","1.5%","3,221","0.3%","1,452","0.1%","24,607","1.5%","8,083","0.8%","8,177","2.2%","16,519","1.7%","1,550","0.9%","2,879","1.0%","3,534","0.8%","327","0.1%","1,058","0.1%","3,333","1.2%","13,225","0.6%","22,930","1.4%","1,036","1.0%","31,702","1.6%","9,273","1.8%","3,255","0.5%","19,734","1.0%","334","0.2%","11,080","1.4%","1,343","1.0%","14,884","1.5%","18,672","0.5%","2,828","0.6%","912","0.8%","7,562","0.5%","4,604","0.4%","8,619","3.5%","8,998","0.9%","1,126","1.2%","14,569","4.8%"
"            20 to 29 percent","31,080","4.5%","725","0.7%","37,450","3.5%","22,589","5.5%","38,136","0.8%","16,514","1.7%","4,411","0.7%","2,666","1.6%","286","0.3%","91,227","3.2%","52,777","3.4%","1,238","0.7%","12,991","4.5%","47,933","2.4%","57,774","5.0%","21,213","3.9%","18,429","4.2%","30,372","4.6%","20,884","3.5%","9,045","3.7%","12,310","1.1%","7,134","0.6%","69,963","4.2%","25,848","2.5%","17,246","4.7%","46,453","4.7%","5,824","3.5%","9,500","3.2%","11,127","2.6%","1,718","0.7%","7,060","0.5%","13,267","4.7%","34,202","1.4%","71,832","4.4%","3,231","3.0%","81,549","4.2%","23,296","4.5%","12,880","1.9%","62,445","3.0%","1,718","1.0%","36,652","4.7%","5,598","4.3%","45,268","4.5%","77,398","2.3%","10,232","2.1%","2,410","2.1%","32,314","2.3%","18,365","1.5%","14,255","5.8%","32,617","3.3%","3,513","3.7%","27,739","9.2%"
"            30 percent or more","31,733","4.6%","4,620","4.5%","62,670","5.8%","19,428","4.7%","285,130","5.7%","56,824","5.7%","33,389","5.5%","11,050","6.7%","2,334","2.6%","202,791","7.0%","80,706","5.1%","10,577","6.2%","18,837","6.5%","105,781","5.3%","47,280","4.1%","26,142","4.8%","21,111","4.8%","31,151","4.7%","29,839","5.0%","15,216","6.2%","55,005","5.1%","52,073","4.7%","87,071","5.2%","53,744","5.2%","16,973","4.6%","48,792","4.9%","11,713","7.1%","13,824","4.6%","30,689","7.1%","13,983","5.8%","69,712","5.1%","17,838","6.4%","113,609","4.8%","90,146","5.6%","3,722","3.5%","93,032","4.8%","25,595","4.9%","46,191","6.9%","111,326","5.4%","11,150","6.5%","38,543","4.9%","7,540","5.8%","52,845","5.2%","193,012","5.7%","26,591","5.4%","8,355","7.2%","67,634","4.8%","69,801","5.7%","9,954","4.1%","55,103","5.5%","4,940","5.2%","16,105","5.3%"
"        $50,000 to $74,999","134,010","19.3%","16,524","16.1%","204,448","19.1%","81,975","20.0%","662,661","13.3%","155,216","15.6%","86,094","14.1%","32,016","19.4%","8,230","9.0%","536,246","18.5%","276,299","17.6%","22,435","13.1%","65,905","22.7%","335,047","16.7%","242,161","20.8%","107,330","19.8%","88,233","19.9%","130,771","19.8%","105,943","17.8%","49,704","20.1%","139,157","13.0%","143,466","13.0%","326,620","19.5%","166,252","16.2%","77,865","21.3%","192,411","19.5%","35,936","21.9%","57,362","19.1%","78,201","18.0%","34,817","14.4%","169,025","12.3%","54,558","19.5%","338,765","14.3%","308,772","19.0%","19,480","18.3%","371,517","19.3%","104,311","20.0%","117,986","17.7%","371,686","17.9%","28,907","16.9%","157,607","20.2%","25,568","19.8%","203,745","20.2%","568,350","16.7%","93,726","19.1%","21,897","18.8%","212,825","15.0%","187,307","15.2%","50,951","20.8%","193,295","19.3%","17,399","18.4%","56,518","18.7%"
