"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"    $400 to $599","46,356","6.6%","1,463","1.4%","33,044","3.1%","35,601","8.6%","33,452","0.7%","16,406","1.6%","1,698","0.3%","3,071","1.9%","547","0.6%","87,592","3.1%","47,458","3.1%","1,746","1.0%","9,951","3.6%","44,138","2.2%","72,713","6.3%","24,388","4.4%","14,623","3.3%","43,263","6.5%","30,977","5.2%","9,111","3.7%","11,551","1.1%","5,967","0.5%","69,745","4.1%","23,108","2.2%","28,129","7.7%","45,086","4.6%","4,791","2.9%","7,559","2.5%","8,705","2.0%","1,436","0.6%","3,348","0.2%","11,433","4.1%","44,659","1.9%","65,418","4.0%","3,970","3.6%","83,188","4.3%","25,990","4.9%","8,420","1.3%","65,727","3.2%","1,344","0.8%","36,509","4.8%","4,266","3.3%","52,676","5.3%","63,030","1.8%","8,098","1.7%","1,560","1.4%","32,592","2.3%","13,199","1.1%","22,051","9.3%","23,127","2.3%","2,333","2.5%","56,547","18.1%"
"    $600 to $799","101,181","14.3%","2,648","2.6%","81,237","7.6%","74,357","17.9%","93,095","1.9%","37,619","3.8%","6,468","1.1%","7,042","4.3%","1,829","2.0%","214,383","7.5%","127,973","8.4%","4,546","2.6%","27,275","9.7%","127,674","6.4%","178,830","15.5%","64,301","11.6%","40,099","9.1%","88,833","13.3%","66,888","11.2%","22,693","9.3%","30,668","2.9%","18,949","1.7%","181,189","10.7%","57,336","5.5%","55,736","15.2%","115,532","11.7%","13,632","8.2%","22,330","7.3%","22,785","5.3%","4,286","1.8%","10,672","0.8%","27,385","9.8%","109,402","4.6%","168,298","10.3%","8,671","7.9%","228,343","11.8%","67,134","12.7%","24,935","3.7%","159,462","7.7%","4,289","2.5%","90,460","12.0%","12,622","9.8%","121,179","12.2%","197,765","5.8%","23,450","4.8%","4,359","4.0%","67,002","4.7%","35,940","2.9%","45,563","19.1%","78,435","7.8%","5,240","5.6%","78,902","25.3%"
"    $800 to $999","123,480","17.5%","3,941","3.9%","134,382","12.6%","84,409","20.3%","179,491","3.6%","65,215","6.6%","19,273","3.2%","10,893","6.6%","3,070","3.4%","334,218","11.7%","200,879","13.1%","4,005","2.3%","49,049","17.5%","186,201","9.3%","226,271","19.6%","91,930","16.6%","65,723","15.0%","123,127","18.4%","96,570","16.2%","33,071","13.6%","49,862","4.6%","38,336","3.4%","275,720","16.3%","98,790","9.5%","66,418","18.1%","159,536","16.1%","19,313","11.6%","42,422","13.9%","46,369","10.8%","11,442","4.7%","27,044","2.0%","44,990","16.1%","171,608","7.2%","271,510","16.6%","14,491","13.3%","314,973","16.3%","86,128","16.3%","45,511","6.8%","236,541","11.5%","6,975","4.0%","127,385","16.9%","18,055","14.0%","168,059","16.9%","353,061","10.3%","42,558","8.8%","10,250","9.3%","115,991","8.1%","67,696","5.5%","51,603","21.6%","132,765","13.2%","10,531","11.3%","63,503","20.3%"
"    $1,000 to $1,499","248,461","35.2%","21,809","21.3%","372,089","35.0%","128,987","31.0%","751,622","15.0%","266,820","26.8%","118,863","19.4%","59,628","36.3%","11,659","12.9%","906,671","31.8%","535,952","35.0%","23,118","13.4%","109,582","39.1%","536,107","26.7%","404,157","34.9%","199,087","35.9%","149,229","34.0%","237,885","35.6%","200,538","33.6%","85,951","35.3%","215,796","20.1%","186,489","16.4%","583,869","34.6%","336,065","32.3%","124,759","34.0%","356,672","36.1%","58,352","34.9%","115,367","37.8%","155,740","36.4%","50,905","21.0%","172,779","12.6%","105,023","37.6%","450,369","18.8%","547,200","33.5%","38,151","34.9%","675,431","35.0%","189,623","36.0%","202,533","30.1%","634,793","30.8%","38,459","22.3%","258,201","34.2%","51,867","40.2%","346,465","34.7%","1,071,906","31.2%","177,440","36.6%","36,732","33.3%","349,071","24.4%","291,893","23.8%","67,306","28.2%","362,836","36.1%","35,283","38.0%","65,613","21.0%"
"    $1,500 to $1,999","102,657","14.5%","30,631","29.9%","221,479","20.8%","52,377","12.6%","963,774","19.2%","269,910","27.1%","166,362","27.2%","44,892","27.4%","15,515","17.2%","595,809","20.9%","299,376","19.6%","31,582","18.3%","48,014","17.1%","448,822","22.4%","152,589","13.2%","97,787","17.6%","91,630","20.9%","95,293","14.3%","107,266","18.0%","48,560","20.0%","270,209","25.2%","266,396","23.5%","307,233","18.2%","259,461","25.0%","51,905","14.1%","165,676","16.8%","38,736","23.2%","63,686","20.9%","97,780","22.9%","69,666","28.7%","276,928","20.1%","50,206","18.0%","385,979","16.1%","289,690","17.8%","24,107","22.1%","339,679","17.6%","83,914","15.9%","184,807","27.5%","445,096","21.6%","60,148","34.9%","125,107","16.6%","23,811","18.5%","155,387","15.6%","782,374","22.7%","124,030","25.6%","31,064","28.2%","302,444","21.1%","317,645","25.9%","29,437","12.4%","223,546","22.3%","21,911","23.6%","22,427","7.2%"
"    $2,000 to $2,499","40,787","5.8%","20,811","20.3%","105,787","9.9%","19,440","4.7%","895,989","17.8%","161,708","16.3%","116,534","19.1%","20,941","12.8%","14,046","15.6%","319,363","11.2%","144,433","9.4%","29,964","17.4%","20,390","7.3%","279,957","13.9%","58,622","5.1%","40,848","7.4%","39,471","9.0%","35,833","5.4%","48,348","8.1%","23,397","9.6%","198,783","18.5%","232,524","20.5%","139,629","8.3%","130,182","12.5%","19,780","5.4%","73,801","7.5%","16,368","9.8%","28,986","9.5%","50,633","11.8%","52,234","21.5%","281,887","20.5%","19,240","6.9%","331,142","13.8%","132,025","8.1%","11,222","10.3%","141,270","7.3%","38,264","7.3%","103,813","15.4%","234,780","11.4%","32,981","19.1%","56,640","7.5%","9,610","7.4%","69,843","7.0%","416,284","12.1%","57,995","12.0%","13,399","12.1%","209,678","14.6%","215,194","17.5%","11,129","4.7%","93,973","9.4%","9,269","10.0%","5,708","1.8%"
"    $2,500 to $2,999","17,825","2.5%","10,244","10.0%","51,580","4.8%","7,008","1.7%","696,716","13.9%","88,793","8.9%","68,455","11.2%","9,091","5.5%","11,973","13.3%","167,945","5.9%","76,378","5.0%","25,939","15.1%","7,230","2.6%","156,693","7.8%","25,854","2.2%","17,248","3.1%","18,125","4.1%","16,519","2.5%","20,164","3.4%","9,136","3.8%","123,724","11.5%","152,494","13.4%","58,202","3.4%","61,254","5.9%","8,846","2.4%","31,262","3.2%","8,034","4.8%","11,552","3.8%","21,138","4.9%","29,307","12.1%","226,318","16.5%","8,413","3.0%","287,934","12.0%","69,389","4.3%","4,212","3.9%","61,905","3.2%","14,014","2.7%","54,534","8.1%","130,726","6.3%","14,043","8.1%","25,651","3.4%","4,430","3.4%","36,730","3.7%","230,688","6.7%","23,553","4.9%","6,040","5.5%","141,541","9.9%","125,083","10.2%","3,482","1.5%","43,859","4.4%","4,181","4.5%","3,681","1.2%"
"    $3,000 or more","16,831","2.4%","10,143","9.9%","58,323","5.5%","8,326","2.0%","1,402,414","27.9%","83,714","8.4%","113,084","18.5%","7,753","4.7%","31,248","34.6%","207,176","7.3%","88,395","5.8%","50,416","29.3%","6,634","2.4%","220,915","11.0%","25,214","2.2%","15,543","2.8%","18,107","4.1%","18,604","2.8%","19,293","3.2%","8,848","3.6%","169,821","15.8%","232,805","20.5%","61,448","3.6%","68,658","6.6%","6,038","1.6%","32,078","3.2%","6,013","3.6%","11,662","3.8%","22,040","5.2%","23,286","9.6%","375,850","27.3%","10,209","3.7%","602,201","25.2%","73,462","4.5%","3,931","3.6%","69,225","3.6%","17,275","3.3%","45,414","6.8%","145,586","7.1%","13,991","8.1%","29,265","3.9%","3,661","2.8%","37,425","3.8%","314,110","9.1%","24,042","5.0%","6,642","6.0%","206,821","14.4%","156,922","12.8%","3,698","1.6%","41,835","4.2%","3,764","4.1%","5,210","1.7%"
"    Median (dollars)","1,123","1,123","1,844","1,844","1,365","1,365","1,025","1,025","2,269","2,269","1,681","1,681","1,976","1,976","1,507","1,507","2,432","2,432","1,423","1,423","1,341","1,341","2,337","2,337","1,213","1,213","1,603","1,603","1,089","1,089","1,205","1,205","1,314","1,314","1,123","1,123","1,233","1,233","1,313","1,313","1,915","1,915","2,108","2,108","1,231","1,231","1,500","1,500","1,090","1,090","1,207","1,207","1,367","1,367","1,334","1,334","1,428","1,428","1,874","1,874","2,348","2,348","1,244","1,244","2,036","2,036","1,242","1,242","1,356","1,356","1,214","1,214","1,183","1,183","1,629","1,629","1,438","1,438","1,782","1,782","1,195","1,195","1,283","1,283","1,184","1,184","1,513","1,513","1,467","1,467","1,527","1,527","1,718","1,718","1,806","1,806","984","984","1,358","1,358","1,386","1,386","828","828"
"MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than $20,000","49,593","7.0%","3,230","3.2%","57,900","5.4%","30,627","7.4%","200,343","4.0%","40,589","4.1%","17,366","2.8%","8,529","5.2%","3,645","4.0%","188,602","6.6%","87,686","5.7%","5,934","3.4%","14,423","5.1%","87,467","4.4%","60,339","5.2%","21,479","3.9%","14,891","3.4%","45,158","6.8%","41,878","7.0%","12,475","5.1%","39,163","3.6%","34,760","3.1%","83,863","5.0%","32,329","3.1%","32,127","8.7%","50,610","5.1%","8,234","4.9%","10,982","3.6%","19,950","4.7%","6,104","2.5%","42,415","3.1%","21,597","7.7%","96,165","4.0%","89,873","5.5%","3,026","2.8%","93,275","4.8%","30,698","5.8%","31,854","4.7%","89,209","4.3%","7,571","4.4%","48,900","6.5%","4,397","3.4%","64,217","6.4%","150,897","4.4%","15,342","3.2%","6,082","5.5%","53,233","3.7%","43,232","3.5%","16,989","7.1%","42,104","4.2%","4,644","5.0%","68,840","22.1%"
"        Less than 20 percent","166","0.0%","49","0.0%","34","0.0%","67","0.0%","207","0.0%","27","0.0%","0","0.0%","0","0.0%","0","0.0%","661","0.0%","262","0.0%","0","0.0%","109","0.0%","214","0.0%","330","0.0%","32","0.0%","42","0.0%","112","0.0%","394","0.1%","8","0.0%","94","0.0%","0","0.0%","305","0.0%","40","0.0%","269","0.1%","177","0.0%","0","0.0%","13","0.0%","63","0.0%","0","0.0%","0","0.0%","23","0.0%","437","0.0%","438","0.0%","0","0.0%","365","0.0%","25","0.0%","132","0.0%","357","0.0%","58","0.0%","169","0.0%","0","0.0%","221","0.0%","121","0.0%","0","0.0%","0","0.0%","157","0.0%","113","0.0%","133","0.1%","28","0.0%","0","0.0%","507","0.2%"
"        20 to 29 percent","1,205","0.2%","19","0.0%","822","0.1%","1,194","0.3%","1,023","0.0%","158","0.0%","0","0.0%","7","0.0%","0","0.0%","1,858","0.1%","710","0.0%","6","0.0%","291","0.1%","916","0.0%","935","0.1%","267","0.0%","243","0.1%","1,252","0.2%","680","0.1%","565","0.2%","41","0.0%","102","0.0%","1,592","0.1%","203","0.0%","984","0.3%","1,257","0.1%","45","0.0%","119","0.0%","136","0.0%","0","0.0%","116","0.0%","152","0.1%","1,138","0.0%","947","0.1%","18","0.0%","1,467","0.1%","372","0.1%","252","0.0%","1,408","0.1%","0","0.0%","720","0.1%","79","0.1%","1,218","0.1%","1,042","0.0%","277","0.1%","0","0.0%","653","0.0%","482","0.0%","481","0.2%","409","0.0%","28","0.0%","2,333","0.7%"
"        30 percent or more","48,222","6.8%","3,162","3.1%","57,044","5.4%","29,366","7.1%","199,113","4.0%","40,404","4.1%","17,366","2.8%","8,522","5.2%","3,645","4.0%","186,083","6.5%","86,714","5.7%","5,928","3.4%","14,023","5.0%","86,337","4.3%","59,074","5.1%","21,180","3.8%","14,606","3.3%","43,794","6.6%","40,804","6.8%","11,902","4.9%","39,028","3.6%","34,658","3.1%","81,966","4.9%","32,086","3.1%","30,874","8.4%","49,176","5.0%","8,189","4.9%","10,850","3.6%","19,751","4.6%","6,104","2.5%","42,299","3.1%","21,422","7.7%","94,590","4.0%","88,488","5.4%","3,008","2.8%","91,443","4.7%","30,301","5.7%","31,470","4.7%","87,444","4.2%","7,513","4.4%","48,011","6.4%","4,318","3.3%","62,778","6.3%","149,734","4.4%","15,065","3.1%","6,082","5.5%","52,423","3.7%","42,637","3.5%","16,375","6.9%","41,667","4.2%","4,616","5.0%","66,000","21.1%"
"    $20,000 to $34,999","70,885","10.0%","5,215","5.1%","98,268","9.2%","42,918","10.3%","292,711","5.8%","56,344","5.7%","30,179","4.9%","11,443","7.0%","3,934","4.4%","277,172","9.7%","130,023","8.5%","7,313","4.2%","27,049","9.7%","131,877","6.6%","108,801","9.4%","41,118","7.4%","32,083","7.3%","65,792","9.9%","61,217","10.3%","22,869","9.4%","50,154","4.7%","50,975","4.5%","150,088","8.9%","61,009","5.9%","40,065","10.9%","84,769","8.6%","15,516","9.3%","20,783","6.8%","35,518","8.3%","12,973","5.3%","65,442","4.8%","29,590","10.6%","134,240","5.6%","149,650","9.2%","6,262","5.7%","163,054","8.5%","52,006","9.9%","46,178","6.9%","145,886","7.1%","10,652","6.2%","73,232","9.7%","10,061","7.8%","96,955","9.7%","246,428","7.2%","29,341","6.1%","10,021","9.1%","82,983","5.8%","66,813","5.4%","28,610","12.0%","73,633","7.3%","5,958","6.4%","65,997","21.1%"
"        Less than 20 percent","3,275","0.5%","117","0.1%","2,998","0.3%","2,837","0.7%","3,013","0.1%","1,670","0.2%","120","0.0%","171","0.1%","52","0.1%","6,746","0.2%","2,721","0.2%","71","0.0%","703","0.3%","3,096","0.2%","6,203","0.5%","1,577","0.3%","777","0.2%","4,248","0.6%","2,084","0.3%","835","0.3%","554","0.1%","368","0.0%","5,599","0.3%","1,811","0.2%","1,719","0.5%","3,110","0.3%","377","0.2%","280","0.1%","479","0.1%","0","0.0%","0","0.0%","1,157","0.4%","2,989","0.1%","5,505","0.3%","322","0.3%","7,060","0.4%","1,844","0.3%","1,087","0.2%","4,036","0.2%","0","0.0%","2,213","0.3%","433","0.3%","3,625","0.4%","3,612","0.1%","538","0.1%","66","0.1%","2,108","0.1%","634","0.1%","1,830","0.8%","1,317","0.1%","54","0.1%","3,784","1.2%"
"        20 to 29 percent","14,961","2.1%","569","0.6%","13,186","1.2%","11,263","2.7%","11,892","0.2%","4,835","0.5%","833","0.1%","912","0.6%","0","0.0%","32,626","1.1%","15,823","1.0%","537","0.3%","3,816","1.4%","16,227","0.8%","27,799","2.4%","8,540","1.5%","6,321","1.4%","15,744","2.4%","11,627","1.9%","3,222","1.3%","3,024","0.3%","2,283","0.2%","27,941","1.7%","9,463","0.9%","10,161","2.8%","15,867","1.6%","2,750","1.6%","2,435","0.8%","2,949","0.7%","439","0.2%","1,913","0.1%","4,129","1.5%","12,919","0.5%","24,712","1.5%","1,217","1.1%","30,261","1.6%","9,569","1.8%","2,256","0.3%","22,317","1.1%","551","0.3%","14,705","1.9%","2,285","1.8%","19,683","2.0%","24,639","0.7%","2,709","0.6%","1,189","1.1%","10,513","0.7%","6,076","0.5%","8,599","3.6%","9,403","0.9%","577","0.6%","20,901","6.7%"
"        30 percent or more","52,649","7.5%","4,529","4.4%","82,084","7.7%","28,818","6.9%","277,806","5.5%","49,839","5.0%","29,226","4.8%","10,360","6.3%","3,882","4.3%","237,800","8.3%","111,479","7.3%","6,705","3.9%","22,530","8.0%","112,554","5.6%","74,799","6.5%","31,001","5.6%","24,985","5.7%","45,800","6.9%","47,506","8.0%","18,812","7.7%","46,576","4.3%","48,324","4.3%","116,548","6.9%","49,735","4.8%","28,185","7.7%","65,792","6.7%","12,389","7.4%","18,068","5.9%","32,090","7.5%","12,534","5.2%","63,529","4.6%","24,304","8.7%","118,332","4.9%","119,433","7.3%","4,723","4.3%","125,733","6.5%","40,593","7.7%","42,835","6.4%","119,533","5.8%","10,101","5.9%","56,314","7.5%","7,343","5.7%","73,647","7.4%","218,177","6.3%","26,094","5.4%","8,766","7.9%","70,362","4.9%","60,103","4.9%","18,181","7.6%","62,913","6.3%","5,327","5.7%","41,312","13.2%"
"    $35,000 to $49,999","83,271","11.8%","7,240","7.1%","120,361","11.3%","53,837","12.9%","363,068","7.2%","86,161","8.7%","43,134","7.1%","14,719","9.0%","2,923","3.2%","343,625","12.1%","155,557","10.2%","11,534","6.7%","38,478","13.7%","186,557","9.3%","136,144","11.8%","61,018","11.0%","45,624","10.4%","77,137","11.5%","63,247","10.6%","25,296","10.4%","69,163","6.4%","68,697","6.0%","193,727","11.5%","88,227","8.5%","46,776","12.7%","114,585","11.6%","16,822","10.1%","29,995","9.8%","47,404","11.1%","16,906","7.0%","78,058","5.7%","35,448","12.7%","180,919","7.6%","184,615","11.3%","8,189","7.5%","211,928","11.0%","61,672","11.7%","68,391","10.2%","186,798","9.1%","12,620","7.3%","89,267","11.8%","13,740","10.6%","116,425","11.7%","305,691","8.9%","43,228","8.9%","10,521","9.5%","110,849","7.7%","95,848","7.8%","29,624","12.4%","102,309","10.2%","8,907","9.6%","55,453","17.8%"
"        Less than 20 percent","17,417","2.5%","455","0.4%","11,397","1.1%","13,979","3.4%","12,360","0.2%","6,200","0.6%","740","0.1%","1,189","0.7%","127","0.1%","31,021","1.1%","20,689","1.4%","258","0.1%","5,037","1.8%","18,161","0.9%","31,073","2.7%","10,455","1.9%","7,513","1.7%","13,636","2.0%","11,702","2.0%","3,346","1.4%","3,585","0.3%","2,300","0.2%","29,160","1.7%","9,030","0.9%","8,319","2.3%","20,713","2.1%","1,949","1.2%","3,167","1.0%","4,025","0.9%","1,075","0.4%","677","0.0%","4,083","1.5%","15,622","0.7%","23,380","1.4%","1,296","1.2%","36,721","1.9%","9,783","1.9%","3,276","0.5%","23,377","1.1%","617","0.4%","11,878","1.6%","1,943","1.5%","20,271","2.0%","24,421","0.7%","3,352","0.7%","473","0.4%","11,770","0.8%","5,475","0.4%","7,230","3.0%","10,698","1.1%","847","0.9%","16,231","5.2%"
"        20 to 29 percent","34,314","4.9%","1,055","1.0%","40,833","3.8%","23,838","5.7%","45,657","0.9%","19,940","2.0%","4,001","0.7%","2,880","1.8%","367","0.4%","105,087","3.7%","54,225","3.5%","994","0.6%","15,850","5.7%","52,556","2.6%","58,360","5.0%","26,260","4.7%","18,609","4.2%","34,255","5.1%","25,118","4.2%","7,435","3.1%","12,487","1.2%","8,431","0.7%","76,669","4.5%","25,554","2.5%","20,694","5.6%","46,684","4.7%","5,441","3.3%","11,179","3.7%","12,852","3.0%","2,331","1.0%","5,965","0.4%","13,124","4.7%","43,888","1.8%","77,701","4.8%","3,288","3.0%","90,550","4.7%","25,349","4.8%","13,795","2.1%","61,311","3.0%","2,122","1.2%","37,751","5.0%","5,487","4.3%","48,065","4.8%","92,468","2.7%","12,734","2.6%","2,839","2.6%","30,510","2.1%","19,901","1.6%","13,336","5.6%","38,190","3.8%","3,305","3.6%","24,617","7.9%"
"        30 percent or more","31,540","4.5%","5,730","5.6%","68,131","6.4%","16,020","3.8%","305,051","6.1%","60,021","6.0%","38,393","6.3%","10,650","6.5%","2,429","2.7%","207,517","7.3%","80,643","5.3%","10,282","6.0%","17,591","6.3%","115,840","5.8%","46,711","4.0%","24,303","4.4%","19,502","4.4%","29,246","4.4%","26,427","4.4%","14,515","6.0%","53,091","4.9%","57,966","5.1%","87,898","5.2%","53,643","5.2%","17,763","4.8%","47,188","4.8%","9,432","5.6%","15,649","5.1%","30,527","7.1%","13,500","5.6%","71,416","5.2%","18,241","6.5%","121,409","5.1%","83,534","5.1%","3,605","3.3%","84,657","4.4%","26,540","5.0%","51,320","7.6%","102,110","4.9%","9,881","5.7%","39,638","5.3%","6,310","4.9%","48,089","4.8%","188,802","5.5%","27,142","5.6%","7,209","6.5%","68,569","4.8%","70,472","5.7%","9,058","3.8%","53,421","5.3%","4,755","5.1%","14,605","4.7%"
"    $50,000 to $74,999","146,556","20.8%","15,288","14.9%","202,392","19.0%","89,343","21.5%","691,382","13.8%","162,877","16.4%","88,146","14.4%","30,461","18.6%","9,562","10.6%","551,073","19.3%","284,625","18.6%","22,778","13.2%","66,691","23.8%","352,198","17.5%","244,184","21.1%","115,429","20.8%","89,903","20.5%","135,224","20.2%","108,862","18.2%","50,172","20.6%","147,045","13.7%","142,394","12.5%","331,261","19.6%","187,138","18.0%","77,208","21.0%","202,556","20.5%","35,770","21.4%","62,095","20.4%","87,965","20.6%","38,831","16.0%","169,818","12.3%","55,504","19.8%","361,200","15.1%","326,572","20.0%","20,889","19.1%","387,230","20.1%","110,657","21.0%","123,576","18.4%","389,635","18.9%","30,412","17.6%","152,016","20.1%","28,255","21.9%","210,671","21.1%","593,456","17.3%","98,513","20.3%","21,758","19.7%","230,738","16.1%","198,254","16.2%","51,987","21.8%","195,481","19.5%","18,461","19.9%","61,986","19.9%"
