Label (Grouping),Alabama!!Owner-occupied housing units with a mortgage!!Estimate,Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate,Alaska!!Owner-occupied housing units with a mortgage!!Estimate,Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate,Arizona!!Owner-occupied housing units with a mortgage!!Estimate,Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate,Arkansas!!Owner-occupied housing units with a mortgage!!Estimate,Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate,California!!Owner-occupied housing units with a mortgage!!Estimate,California!!Percent owner-occupied housing units with a mortgage!!Estimate,Colorado!!Owner-occupied housing units with a mortgage!!Estimate,Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate,Connecticut!!Owner-occupied housing units with a mortgage!!Estimate,Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate,Delaware!!Owner-occupied housing units with a mortgage!!Estimate,Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate,District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate,District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate,Florida!!Owner-occupied housing units with a mortgage!!Estimate,Florida!!Percent owner-occupied housing units with a mortgage!!Estimate,Georgia!!Owner-occupied housing units with a mortgage!!Estimate,Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate,Hawaii!!Owner-occupied housing units with a mortgage!!Estimate,Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate,Idaho!!Owner-occupied housing units with a mortgage!!Estimate,Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate,Illinois!!Owner-occupied housing units with a mortgage!!Estimate,Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate,Indiana!!Owner-occupied housing units with a mortgage!!Estimate,Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate,Iowa!!Owner-occupied housing units with a mortgage!!Estimate,Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate,Kansas!!Owner-occupied housing units with a mortgage!!Estimate,Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate,Kentucky!!Owner-occupied housing units with a mortgage!!Estimate,Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate,Louisiana!!Owner-occupied housing units with a mortgage!!Estimate,Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate,Maine!!Owner-occupied housing units with a mortgage!!Estimate,Maine!!Percent owner-occupied housing units with a mortgage!!Estimate,Maryland!!Owner-occupied housing units with a mortgage!!Estimate,Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate,Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate,Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate,Michigan!!Owner-occupied housing units with a mortgage!!Estimate,Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate,Minnesota!!Owner-occupied housing units with a mortgage!!Estimate,Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate,Mississippi!!Owner-occupied housing units with a mortgage!!Estimate,Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate,Missouri!!Owner-occupied housing units with a mortgage!!Estimate,Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate,Montana!!Owner-occupied housing units with a mortgage!!Estimate,Montana!!Percent owner-occupied housing units with a mortgage!!Estimate,Nebraska!!Owner-occupied housing units with a mortgage!!Estimate,Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate,Nevada!!Owner-occupied housing units with a mortgage!!Estimate,Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate,New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate,New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate,New Jersey!!Owner-occupied housing units with a mortgage!!Estimate,New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate,New Mexico!!Owner-occupied housing units with a mortgage!!Estimate,New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate,New York!!Owner-occupied housing units with a mortgage!!Estimate,New York!!Percent owner-occupied housing units with a mortgage!!Estimate,North Carolina!!Owner-occupied housing units with a mortgage!!Estimate,North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate,North Dakota!!Owner-occupied housing units with a mortgage!!Estimate,North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate,Ohio!!Owner-occupied housing units with a mortgage!!Estimate,Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate,Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate,Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate,Oregon!!Owner-occupied housing units with a mortgage!!Estimate,Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate,Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate,Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate,Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate,Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate,South Carolina!!Owner-occupied housing units with a mortgage!!Estimate,South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate,South Dakota!!Owner-occupied housing units with a mortgage!!Estimate,South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate,Tennessee!!Owner-occupied housing units with a mortgage!!Estimate,Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate,Texas!!Owner-occupied housing units with a mortgage!!Estimate,Texas!!Percent owner-occupied housing units with a mortgage!!Estimate,Utah!!Owner-occupied housing units with a mortgage!!Estimate,Utah!!Percent owner-occupied housing units with a mortgage!!Estimate,Vermont!!Owner-occupied housing units with a mortgage!!Estimate,Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate,Virginia!!Owner-occupied housing units with a mortgage!!Estimate,Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate,Washington!!Owner-occupied housing units with a mortgage!!Estimate,Washington!!Percent owner-occupied housing units with a mortgage!!Estimate,West Virginia!!Owner-occupied housing units with a mortgage!!Estimate,West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate,Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate,Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate,Wyoming!!Owner-occupied housing units with a mortgage!!Estimate,Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate,Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate,Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate
        Not computed,"5,332",0.70%,400,0.40%,"8,682",0.70%,"2,857",0.70%,"32,199",0.60%,"4,424",0.40%,"2,520",0.40%,"1,013",0.50%,606,0.60%,"24,424",0.70%,"10,252",0.60%,"2,282",1.20%,"1,253",0.40%,"10,329",0.50%,"4,360",0.40%,"2,157",0.40%,"1,747",0.40%,"3,968",0.60%,"4,051",0.60%,"1,075",0.40%,"6,647",0.60%,"4,600",0.40%,"8,083",0.50%,"4,818",0.40%,"3,098",0.80%,"5,784",0.60%,375,0.20%,"1,489",0.50%,"3,666",0.80%,542,0.20%,"5,974",0.40%,"2,319",0.70%,"11,964",0.50%,"9,506",0.50%,111,0.10%,"8,735",0.40%,"3,323",0.60%,"2,434",0.30%,"11,168",0.50%,572,0.30%,"4,594",0.50%,680,0.50%,"4,744",0.40%,"20,012",0.50%,"1,177",0.20%,338,0.30%,"7,043",0.50%,"4,686",0.40%,"1,817",0.70%,"4,480",0.40%,72,0.10%,"5,345",1.70%
    MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than $200,406,0.10%,0,0.00%,"1,567",0.10%,205,0.00%,"7,688",0.20%,"1,609",0.10%,154,0.00%,369,0.20%,0,0.00%,"4,036",0.10%,"2,000",0.10%,394,0.20%,728,0.20%,"3,260",0.20%,"1,121",0.10%,9,0.00%,444,0.10%,586,0.10%,481,0.10%,100,0.00%,"2,289",0.20%,761,0.10%,"1,927",0.10%,"1,246",0.10%,79,0.00%,717,0.10%,241,0.10%,340,0.10%,"1,008",0.20%,336,0.10%,"1,395",0.10%,167,0.10%,"1,636",0.10%,"3,994",0.20%,79,0.10%,"2,168",0.10%,24,0.00%,806,0.10%,"1,430",0.10%,43,0.00%,"1,178",0.10%,288,0.20%,451,0.00%,"4,157",0.10%,936,0.20%,137,0.10%,780,0.10%,755,0.10%,158,0.10%,336,0.00%,352,0.30%,479,0.20%
        $200 to $399,"4,944",0.60%,742,0.70%,"7,168",0.60%,"2,377",0.60%,"16,238",0.30%,"3,465",0.30%,"1,599",0.30%,"1,207",0.60%,0,0.00%,"11,388",0.30%,"6,600",0.40%,995,0.50%,"2,010",0.60%,"7,553",0.40%,"9,167",0.70%,"1,461",0.30%,"1,313",0.30%,"5,244",0.70%,"2,461",0.40%,"1,467",0.60%,"5,025",0.40%,"4,285",0.40%,"7,702",0.40%,"3,176",0.30%,"2,770",0.70%,"3,553",0.30%,833,0.50%,"1,187",0.40%,"2,498",0.50%,"1,017",0.40%,"2,751",0.20%,"1,512",0.50%,"7,907",0.30%,"12,979",0.70%,500,0.40%,"9,628",0.50%,"3,141",0.60%,"2,470",0.30%,"10,141",0.50%,"1,080",0.60%,"5,642",0.60%,237,0.20%,"4,902",0.40%,"13,071",0.30%,"2,285",0.40%,18,0.00%,"7,754",0.50%,"3,093",0.20%,"2,197",0.80%,"2,434",0.20%,705,0.70%,"7,921",2.50%
        $400 to $599,"25,252",3.30%,962,0.90%,"16,242",1.40%,"14,409",3.40%,"23,944",0.50%,"8,422",0.80%,"1,759",0.30%,"2,309",1.20%,418,0.40%,"38,737",1.20%,"30,669",1.80%,"1,459",0.80%,"6,153",1.90%,"26,996",1.30%,"36,111",2.90%,"12,238",2.10%,"6,498",1.40%,"26,143",3.70%,"15,034",2.40%,"5,047",1.90%,"8,016",0.70%,"6,173",0.50%,"40,991",2.40%,"11,943",1.10%,"14,740",3.70%,"24,816",2.40%,"1,810",1.00%,"4,919",1.60%,"5,896",1.20%,831,0.30%,"7,451",0.50%,"5,274",1.60%,"24,330",1.00%,"37,069",2.10%,"2,166",1.90%,"51,546",2.60%,"12,543",2.30%,"5,180",0.70%,"37,688",1.80%,773,0.40%,"23,872",2.70%,"1,648",1.20%,"25,290",2.30%,"37,033",1.00%,"4,712",0.90%,"1,369",1.10%,"22,216",1.50%,"9,040",0.70%,"12,191",4.70%,"14,104",1.40%,"1,305",1.30%,"45,018",14.10%
        $600 to $799,"70,004",9.10%,"1,237",1.10%,"48,876",4.10%,"49,388",11.60%,"43,783",0.90%,"19,901",1.80%,"4,850",0.80%,"5,955",3.20%,969,1.00%,"117,570",3.50%,"78,383",4.60%,"2,316",1.20%,"16,994",5.20%,"87,561",4.20%,"111,117",9.10%,"40,481",7.10%,"27,583",6.00%,"60,117",8.40%,"41,959",6.60%,"12,052",4.60%,"20,132",1.80%,"9,804",0.90%,"112,823",6.50%,"30,172",2.80%,"44,271",11.00%,"84,659",8.30%,"8,154",4.70%,"14,096",4.50%,"11,992",2.50%,"3,047",1.20%,"10,867",0.80%,"20,433",6.30%,"69,383",2.80%,"109,390",6.10%,"4,476",3.90%,"154,298",7.80%,"39,052",7.10%,"15,074",2.10%,"106,500",5.00%,"1,682",0.90%,"64,829",7.30%,"6,563",4.70%,"80,306",7.30%,"105,477",2.70%,"10,443",1.90%,"2,620",2.10%,"52,041",3.40%,"18,327",1.40%,"36,062",13.90%,"49,291",4.80%,"3,646",3.60%,"77,824",24.50%
        $800 to $999,"110,979",14.40%,"3,028",2.70%,"96,767",8.10%,"69,948",16.40%,"89,051",1.80%,"34,969",3.20%,"12,001",2.00%,"10,953",5.80%,"1,782",1.80%,"216,187",6.50%,"153,351",8.90%,"5,318",2.70%,"33,250",10.20%,"134,006",6.50%,"182,892",14.90%,"67,469",11.80%,"46,725",10.20%,"95,362",13.40%,"65,074",10.30%,"25,226",9.60%,"36,006",3.10%,"17,883",1.60%,"195,692",11.30%,"57,678",5.40%,"60,949",15.20%,"129,193",12.60%,"13,679",7.90%,"25,828",8.20%,"28,088",5.90%,"4,660",1.90%,"20,478",1.40%,"36,580",11.30%,"123,102",5.00%,"204,661",11.50%,"8,508",7.40%,"248,301",12.50%,"66,630",12.00%,"29,776",4.20%,"189,835",8.90%,"7,076",3.80%,"112,835",12.70%,"12,811",9.30%,"128,199",11.70%,"184,008",4.70%,"26,896",4.90%,"7,178",5.70%,"85,996",5.60%,"34,189",2.60%,"44,763",17.20%,"96,162",9.30%,"10,111",10.00%,"65,565",20.60%
"        $1,000 to $1,499","273,252",35.30%,"17,635",16.00%,"344,732",29.00%,"151,420",35.50%,"480,514",9.50%,"186,550",17.10%,"82,286",13.40%,"56,342",29.90%,"8,237",8.30%,"845,340",25.30%,"499,109",29.10%,"17,339",8.90%,"101,538",31.20%,"475,549",22.90%,"456,192",37.20%,"197,369",34.60%,"135,929",29.70%,"252,886",35.50%,"203,698",32.10%,"77,434",29.30%,"186,975",16.30%,"118,774",10.40%,"580,737",33.50%,"259,379",24.10%,"137,634",34.30%,"352,490",34.40%,"48,774",28.20%,"95,250",30.20%,"122,810",25.70%,"33,573",13.60%,"126,996",8.80%,"119,022",36.90%,"392,564",16.00%,"584,361",32.80%,"32,857",28.40%,"673,969",33.90%,"187,572",33.90%,"136,662",19.30%,"601,021",28.30%,"31,625",17.00%,"305,535",34.40%,"45,496",32.90%,"349,579",31.80%,"807,202",20.80%,"126,218",22.90%,"33,328",26.60%,"316,424",20.80%,"189,769",14.60%,"92,732",35.70%,"327,949",31.60%,"30,369",30.00%,"77,087",24.20%
"        $1,500 to $1,999","158,824",20.50%,"30,610",27.70%,"317,454",26.70%,"73,845",17.30%,"773,002",15.20%,"246,282",22.50%,"147,078",24.00%,"55,583",29.50%,"12,275",12.40%,"829,071",24.80%,"399,865",23.30%,"29,541",15.20%,"78,551",24.10%,"486,245",23.40%,"232,134",19.00%,"129,639",22.80%,"108,326",23.70%,"144,628",20.30%,"152,594",24.00%,"63,373",24.00%,"268,387",23.50%,"195,993",17.20%,"389,906",22.50%,"296,621",27.50%,"74,300",18.50%,"214,415",20.90%,"48,558",28.00%,"84,877",27.00%,"132,388",27.70%,"61,880",25.10%,"245,154",17.00%,"75,508",23.40%,"376,260",15.40%,"389,991",21.90%,"32,148",27.80%,"409,500",20.60%,"126,627",22.90%,"183,296",25.90%,"510,063",24.00%,"49,196",26.40%,"181,313",20.40%,"34,791",25.10%,"244,560",22.20%,"969,851",25.00%,"157,596",28.60%,"34,775",27.70%,"326,602",21.40%,"277,273",21.30%,"41,846",16.10%,"269,126",26.00%,"27,079",26.80%,"24,174",7.60%
"        $2,000 to $2,499","65,388",8.50%,"26,015",23.60%,"168,378",14.20%,"30,828",7.20%,"845,237",16.60%,"233,779",21.40%,"131,997",21.50%,"30,730",16.30%,"14,689",14.80%,"526,140",15.80%,"242,471",14.10%,"29,081",15.00%,"42,600",13.10%,"340,998",16.40%,"110,046",9.00%,"63,384",11.10%,"63,030",13.80%,"63,542",8.90%,"75,274",11.90%,"39,547",15.00%,"232,677",20.30%,"221,472",19.40%,"198,992",11.50%,"196,381",18.20%,"36,075",9.00%,"110,866",10.80%,"26,021",15.00%,"45,237",14.40%,"86,978",18.20%,"57,262",23.20%,"279,088",19.40%,"30,430",9.40%,"324,006",13.20%,"202,954",11.40%,"19,359",16.70%,"211,047",10.60%,"57,546",10.40%,"141,340",20.00%,"288,893",13.60%,"41,731",22.40%,"90,872",10.20%,"18,552",13.40%,"125,229",11.40%,"690,834",17.80%,"108,893",19.80%,"23,218",18.50%,"255,083",16.70%,"258,714",19.90%,"17,065",6.60%,"138,097",13.30%,"14,714",14.60%,"8,357",2.60%
"        $2,500 to $2,999","29,512",3.80%,"16,060",14.50%,"85,715",7.20%,"16,447",3.90%,"745,890",14.70%,"149,906",13.70%,"84,136",13.70%,"13,550",7.20%,"14,234",14.40%,"309,961",9.30%,"132,479",7.70%,"29,423",15.10%,"22,459",6.90%,"210,777",10.20%,"39,592",3.20%,"27,453",4.80%,"32,550",7.10%,"28,977",4.10%,"34,072",5.40%,"17,676",6.70%,"155,040",13.50%,"191,567",16.80%,"93,672",5.40%,"98,742",9.20%,"16,266",4.10%,"49,114",4.80%,"11,746",6.80%,"19,612",6.20%,"41,985",8.80%,"36,381",14.80%,"242,375",16.80%,"14,869",4.60%,"293,287",12.00%,"108,672",6.10%,"8,203",7.10%,"105,966",5.30%,"27,240",4.90%,"83,582",11.80%,"162,739",7.70%,"26,160",14.00%,"44,909",5.10%,"8,793",6.40%,"61,572",5.60%,"427,308",11.00%,"52,715",9.60%,"10,635",8.50%,"166,361",10.90%,"176,651",13.60%,"7,778",3.00%,"68,553",6.60%,"6,298",6.20%,"3,571",1.10%
"        $3,000 or more","34,785",4.50%,"14,151",12.80%,"102,532",8.60%,"18,161",4.30%,"2,051,185",40.40%,"208,910",19.10%,"147,284",24.00%,"11,138",5.90%,"46,490",46.90%,"441,717",13.20%,"171,266",10.00%,"78,518",40.40%,"21,302",6.50%,"303,222",14.60%,"46,575",3.80%,"30,338",5.30%,"34,763",7.60%,"35,579",5.00%,"43,988",6.90%,"22,047",8.40%,"229,681",20.10%,"374,064",32.80%,"110,324",6.40%,"121,993",11.30%,"13,673",3.40%,"55,709",5.40%,"13,402",7.70%,"23,593",7.50%,"43,821",9.20%,"47,614",19.30%,"503,253",35.00%,"18,513",5.70%,"838,311",34.20%,"126,065",7.10%,"7,424",6.40%,"119,870",6.00%,"32,814",5.90%,"108,398",15.30%,"217,457",10.20%,"27,125",14.50%,"55,918",6.30%,"9,210",6.70%,"80,088",7.30%,"645,556",16.60%,"60,269",10.90%,"12,199",9.70%,"290,318",19.10%,"331,553",25.50%,"5,100",2.00%,"70,370",6.80%,"6,530",6.50%,"8,191",2.60%
        Median (dollars),"1,293","1,293","2,019","2,019","1,616","1,616","1,216","1,216","2,673","2,673","2,098","2,098","2,215","2,215","1,629","1,629","2,893","2,893","1,746","1,746","1,599","1,599","2,683","2,683","1,512","1,512","1,804","1,804","1,281","1,281","1,411","1,411","1,542","1,542","1,316","1,316","1,472","1,472","1,573","1,573","2,097","2,097","2,489","2,489","1,435","1,435","1,784","1,784","1,267","1,267","1,377","1,377","1,611","1,611","1,586","1,586","1,730","1,730","2,157","2,157","2,553","2,553","1,408","1,408","2,355","2,355","1,444","1,444","1,638","1,638","1,381","1,381","1,409","1,409","1,946","1,946","1,601","1,601","2,021","2,021","1,378","1,378","1,526","1,526","1,442","1,442","1,904","1,904","1,822","1,822","1,750","1,750","1,919","1,919","2,227","2,227","1,161","1,161","1,545","1,545","1,564","1,564",878,878
    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Less than $20,000","46,830",6.10%,"3,013",2.70%,"53,301",4.50%,"23,318",5.50%,"182,102",3.60%,"39,368",3.60%,"17,183",2.80%,"6,626",3.50%,"2,981",3.00%,"159,301",4.80%,"73,998",4.30%,"6,879",3.50%,"14,565",4.50%,"81,097",3.90%,"51,200",4.20%,"17,955",3.20%,"16,518",3.60%,"35,958",5.00%,"41,205",6.50%,"11,526",4.40%,"36,261",3.20%,"33,396",2.90%,"80,456",4.60%,"33,124",3.10%,"30,247",7.50%,"45,175",4.40%,"7,018",4.10%,"10,173",3.20%,"22,177",4.60%,"5,956",2.40%,"37,366",2.60%,"18,602",5.80%,"85,415",3.50%,"82,886",4.70%,"3,568",3.10%,"81,724",4.10%,"27,226",4.90%,"29,010",4.10%,"79,380",3.70%,"6,505",3.50%,"43,544",4.90%,"3,888",2.80%,"49,907",4.50%,"138,176",3.60%,"13,366",2.40%,"4,376",3.50%,"50,138",3.30%,"35,274",2.70%,"13,267",5.10%,"35,484",3.40%,"3,690",3.60%,"52,693",16.60%
            Less than 20 percent,77,0.00%,0,0.00%,140,0.00%,120,0.00%,973,0.00%,336,0.00%,0,0.00%,0,0.00%,0,0.00%,341,0.00%,266,0.00%,30,0.00%,112,0.00%,0,0.00%,98,0.00%,0,0.00%,100,0.00%,176,0.00%,146,0.00%,9,0.00%,123,0.00%,42,0.00%,542,0.00%,431,0.00%,78,0.00%,48,0.00%,0,0.00%,0,0.00%,304,0.10%,0,0.00%,103,0.00%,35,0.00%,155,0.00%,"1,042",0.10%,0,0.00%,272,0.00%,153,0.00%,273,0.00%,699,0.00%,0,0.00%,49,0.00%,50,0.00%,47,0.00%,509,0.00%,97,0.00%,0,0.00%,163,0.00%,49,0.00%,130,0.10%,12,0.00%,0,0.00%,40,0.00%
            20 to 29 percent,83,0.00%,18,0.00%,251,0.00%,270,0.10%,"1,252",0.00%,191,0.00%,44,0.00%,44,0.00%,0,0.00%,366,0.00%,520,0.00%,0,0.00%,54,0.00%,165,0.00%,692,0.10%,105,0.00%,0,0.00%,613,0.10%,239,0.00%,80,0.00%,324,0.00%,406,0.00%,684,0.00%,107,0.00%,232,0.10%,251,0.00%,7,0.00%,14,0.00%,0,0.00%,0,0.00%,149,0.00%,0,0.00%,323,0.00%,976,0.10%,6,0.00%,750,0.00%,116,0.00%,226,0.00%,441,0.00%,0,0.00%,317,0.00%,0,0.00%,662,0.10%,501,0.00%,41,0.00%,0,0.00%,705,0.00%,25,0.00%,0,0.00%,99,0.00%,0,0.00%,"1,747",0.50%
            30 percent or more,"46,670",6.00%,"2,995",2.70%,"52,910",4.40%,"22,928",5.40%,"179,877",3.50%,"38,841",3.60%,"17,139",2.80%,"6,582",3.50%,"2,981",3.00%,"158,594",4.70%,"73,212",4.30%,"6,849",3.50%,"14,399",4.40%,"80,932",3.90%,"50,410",4.10%,"17,850",3.10%,"16,418",3.60%,"35,169",4.90%,"40,820",6.40%,"11,437",4.30%,"35,814",3.10%,"32,948",2.90%,"79,230",4.60%,"32,586",3.00%,"29,937",7.50%,"44,876",4.40%,"7,011",4.00%,"10,159",3.20%,"21,873",4.60%,"5,956",2.40%,"37,114",2.60%,"18,567",5.80%,"84,937",3.50%,"80,868",4.50%,"3,562",3.10%,"80,702",4.10%,"26,957",4.90%,"28,511",4.00%,"78,240",3.70%,"6,505",3.50%,"43,178",4.90%,"3,838",2.80%,"49,198",4.50%,"137,166",3.50%,"13,228",2.40%,"4,376",3.50%,"49,270",3.20%,"35,200",2.70%,"13,137",5.10%,"35,373",3.40%,"3,690",3.60%,"50,906",16.00%
"        $20,000 to $34,999","53,124",6.90%,"4,110",3.70%,"71,192",6.00%,"30,590",7.20%,"205,572",4.00%,"44,769",4.10%,"19,992",3.30%,"10,789",5.70%,"3,390",3.40%,"221,241",6.60%,"99,405",5.80%,"6,065",3.10%,"19,385",6.00%,"107,967",5.20%,"78,287",6.40%,"30,572",5.40%,"25,424",5.60%,"51,333",7.20%,"45,949",7.20%,"17,994",6.80%,"49,766",4.30%,"38,893",3.40%,"112,993",6.50%,"45,734",4.20%,"33,872",8.50%,"64,038",6.20%,"10,081",5.80%,"16,293",5.20%,"29,526",6.20%,"9,749",4.00%,"46,712",3.20%,"27,137",8.40%,"105,799",4.30%,"114,923",6.50%,"4,408",3.80%,"124,423",6.30%,"38,572",7.00%,"35,364",5.00%,"120,880",5.70%,"7,263",3.90%,"64,381",7.30%,"5,784",4.20%,"75,433",6.90%,"187,249",4.80%,"20,483",3.70%,"9,345",7.40%,"70,329",4.60%,"49,099",3.80%,"19,157",7.40%,"50,698",4.90%,"6,053",6.00%,"60,219",18.90%
            Less than 20 percent,"1,645",0.20%,153,0.10%,953,0.10%,475,0.10%,"1,847",0.00%,928,0.10%,131,0.00%,272,0.10%,0,0.00%,"2,974",0.10%,"1,786",0.10%,60,0.00%,453,0.10%,"1,526",0.10%,"2,742",0.20%,532,0.10%,830,0.20%,"1,689",0.20%,"1,147",0.20%,270,0.10%,"1,288",0.10%,297,0.00%,"2,344",0.10%,747,0.10%,967,0.20%,"1,968",0.20%,137,0.10%,133,0.00%,904,0.20%,231,0.10%,209,0.00%,265,0.10%,977,0.00%,"2,692",0.20%,7,0.00%,"3,196",0.20%,658,0.10%,283,0.00%,"3,533",0.20%,0,0.00%,"1,847",0.20%,78,0.10%,"1,276",0.10%,"3,291",0.10%,573,0.10%,8,0.00%,"1,971",0.10%,458,0.00%,779,0.30%,505,0.00%,142,0.10%,"2,757",0.90%
            20 to 29 percent,"7,225",0.90%,76,0.10%,"5,146",0.40%,"4,068",1.00%,"4,310",0.10%,"1,850",0.20%,104,0.00%,414,0.20%,80,0.10%,"11,915",0.40%,"8,269",0.50%,169,0.10%,"1,478",0.50%,"8,092",0.40%,"11,823",1.00%,"4,391",0.80%,"2,946",0.60%,"8,119",1.10%,"4,284",0.70%,"1,406",0.50%,"2,211",0.20%,"1,113",0.10%,"11,147",0.60%,"2,692",0.20%,"4,950",1.20%,"7,390",0.70%,886,0.50%,"1,068",0.30%,"1,326",0.30%,402,0.20%,"1,178",0.10%,"1,838",0.60%,"5,993",0.20%,"11,458",0.60%,194,0.20%,"16,190",0.80%,"4,649",0.80%,"1,720",0.20%,"11,147",0.50%,29,0.00%,"6,622",0.70%,557,0.40%,"9,279",0.80%,"9,933",0.30%,905,0.20%,533,0.40%,"5,263",0.30%,"2,287",0.20%,"3,764",1.40%,"3,636",0.40%,48,0.00%,"15,928",5.00%
            30 percent or more,"44,254",5.70%,"3,881",3.50%,"65,093",5.50%,"26,047",6.10%,"199,415",3.90%,"41,991",3.80%,"19,757",3.20%,"10,103",5.40%,"3,310",3.30%,"206,352",6.20%,"89,350",5.20%,"5,836",3.00%,"17,454",5.40%,"98,349",4.70%,"63,722",5.20%,"25,649",4.50%,"21,648",4.70%,"41,525",5.80%,"40,518",6.40%,"16,318",6.20%,"46,267",4.00%,"37,483",3.30%,"99,502",5.70%,"42,295",3.90%,"27,955",7.00%,"54,680",5.30%,"9,058",5.20%,"15,092",4.80%,"27,296",5.70%,"9,116",3.70%,"45,325",3.10%,"25,034",7.80%,"98,829",4.00%,"100,773",5.70%,"4,207",3.60%,"105,037",5.30%,"33,265",6.00%,"33,361",4.70%,"106,200",5.00%,"7,234",3.90%,"55,912",6.30%,"5,149",3.70%,"64,878",5.90%,"174,025",4.50%,"19,005",3.40%,"8,804",7.00%,"63,095",4.10%,"46,354",3.60%,"14,614",5.60%,"46,557",4.50%,"5,863",5.80%,"41,534",13.10%
"        $35,000 to $49,999","71,555",9.30%,"6,069",5.50%,"92,812",7.80%,"43,447",10.20%,"256,209",5.00%,"62,825",5.70%,"30,472",5.00%,"13,432",7.10%,"2,390",2.40%,"293,893",8.80%,"126,958",7.40%,"10,420",5.40%,"26,842",8.20%,"142,853",6.90%,"112,784",9.20%,"48,689",8.50%,"34,208",7.50%,"63,377",8.90%,"52,339",8.20%,"24,884",9.40%,"56,957",5.00%,"56,758",5.00%,"154,738",8.90%,"64,519",6.00%,"41,198",10.30%,"86,884",8.50%,"15,546",9.00%,"22,383",7.10%,"37,382",7.80%,"12,250",5.00%,"59,061",4.10%,"31,644",9.80%,"135,758",5.50%,"147,087",8.30%,"8,848",7.60%,"165,764",8.30%,"51,531",9.30%,"47,599",6.70%,"152,838",7.20%,"9,481",5.10%,"80,139",9.00%,"10,436",7.50%,"97,576",8.90%,"247,276",6.40%,"29,279",5.30%,"9,101",7.30%,"93,304",6.10%,"68,204",5.20%,"23,538",9.10%,"81,494",7.90%,"8,316",8.20%,"56,716",17.80%
